YEAR,LocationAbbr,TopicDesc,MeasureDesc,Response,Resposta,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Education,GeoLocation,StratificationID1,StratificationID4,SubMeasureID,DisplayOrder
2001,MI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,45.0,6.1,33.0,57.0,68,Male,Middle School,"(44.661319543001, -84.71439027)",2GEN,1EDU,YTS02,2
2007,AR,Cigarette Use (Youth),Smoking Status,Current,17.8,1.4,15.1,20.5,987,Female,High School,"(34.748650124, -92.274490743)",3GEN,2EDU,YTS07,7
2000,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,52.5,7.6,37.5,67.4,83,Female,Middle School,"(41.56266102, -72.649840952)",3GEN,1EDU,YTS06,6
2010,IN,Smokeless Tobacco Use (Youth),User Status,Current,7.2,0.7,5.9,8.5,2635,Overall,High School,"(39.766910452, -86.149960194)",1GEN,2EDU,YTS10,10
2014,MS,Smokeless Tobacco Use (Youth),User Status,Ever,8.8,1.2,6.4,11.2,1393,Overall,Middle School,"(32.745510099, -89.538030825)",1GEN,1EDU,YTS11,11
2003,MO,Cigarette Use (Youth),Smoking Status,Ever,63.1,2.1,58.9,67.2,652,Male,High School,"(38.635790776, -92.566300053)",2GEN,2EDU,YTS08,8
2000,NY,Cigarette Use (Youth),Smoking Status,Frequent,14.2,2.2,9.9,18.5,2035,Overall,High School,"(42.827001032, -75.543970427)",1GEN,2EDU,YTS09,9
2001,MI,Cigarette Use (Youth),Smoking Status,Frequent,12.5,0.8,10.9,14.0,1632,Male,High School,"(44.661319543001, -84.71439027)",2GEN,2EDU,YTS09,9
2002,IA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,56.8,4.0,48.9,64.7,350,Overall,High School,"(42.469400913, -93.816490556)",1GEN,2EDU,YTS04,4
2006,NJ,Smokeless Tobacco Use (Youth),User Status,Current,3.5,0.6,2.3,4.7,1885,Male,Middle School,"(40.130570048, -74.273691288)",2GEN,1EDU,YTS10,10
2000,TN,Cigarette Use (Youth),Smoking Status,Current,16.4,0.8,14.8,18.0,10317,Overall,Middle School,"(35.68094058, -85.774490914)",1GEN,1EDU,YTS07,7
2000,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,58.1,2.9,52.4,63.8,268,Female,High School,"(38.665510202, -80.712640135)",3GEN,2EDU,YTS03,3
2000,AL,Smokeless Tobacco Use (Youth),User Status,Ever,24.7,1.7,21.3,28.1,1539,Overall,High School,"(32.840571122, -86.631860762)",1GEN,2EDU,YTS11,11
2002,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,58.3,5.6,47.3,69.4,185,Female,High School,"(40.485010283, -88.997710178)",3GEN,2EDU,YTS03,3
1999,MO,Cigarette Use (Youth),Smoking Status,Ever,47.5,2.3,43.0,52.0,1492,Overall,Middle School,"(38.635790776, -92.566300053)",1GEN,1EDU,YTS08,8
2013,OK,Cigarette Use (Youth),Smoking Status,Ever,21.0,2.1,16.9,25.1,1437,Male,Middle School,"(35.472031356, -97.521070214)",2GEN,1EDU,YTS08,8
2013,SC,Cigarette Use (Youth),Smoking Status,Ever,25.2,2.8,19.8,30.6,782,Male,Middle School,"(33.998821303, -81.045371207)",2GEN,1EDU,YTS08,8
2003,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,51.4,7.1,37.4,65.4,51,Male,Middle School,"(44.393191174, -89.816370742)",2GEN,1EDU,YTS05,5
2003,CA,Cigarette Use (Youth),Smoking Status,Ever,16.6,1.1,14.5,18.8,10183,Overall,Middle School,"(37.638640123, -120.999999538)",1GEN,1EDU,YTS08,8
2008,IN,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.4,0.0,1.4,1783,Female,High School,"(39.766910452, -86.149960194)",3GEN,2EDU,YTS12,12
2000,TN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,61.8,1.4,59.0,64.5,1492,Overall,Middle School,"(35.68094058, -85.774490914)",1GEN,1EDU,YTS04,4
2012,MS,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,40.3,5.6,29.3,51.3,82,Overall,Middle School,"(32.745510099, -89.538030825)",1GEN,1EDU,YTS01,1
2009,AZ,Cigarette Use (Youth),Smoking Status,Current,4.0,0.8,2.5,5.5,1132,Female,Middle School,"(34.86597028, -111.763811277)",3GEN,1EDU,YTS07,7
2002,PA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,54.0,3.8,46.5,61.6,358,Male,Middle School,"(40.793730152, -77.860700294)",2GEN,1EDU,YTS05,5
1999,TN,Smokeless Tobacco Use (Youth),User Status,Current,1.8,0.6,0.6,3.0,632,Female,Middle School,"(35.68094058, -85.774490914)",3GEN,1EDU,YTS10,10
2000,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,67.7,3.4,61.1,74.3,183,Female,High School,"(32.745510099, -89.538030825)",3GEN,2EDU,YTS06,6
2002,OH,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,61.4,6.6,48.5,74.3,60,Female,Middle School,"(40.060210141, -82.404260056)",3GEN,1EDU,YTS03,3
2010,OH,Smokeless Tobacco Use (Youth),User Status,Ever,10.4,1.3,7.9,12.9,1530,Overall,Middle School,"(40.060210141, -82.404260056)",1GEN,1EDU,YTS11,11
2013,CT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,43.0,3.3,36.6,49.4,173,Overall,High School,"(41.56266102, -72.649840952)",1GEN,2EDU,YTS01,1
2015,MS,Smokeless Tobacco Use (Youth),User Status,Frequent,0.0,0.0,0.0,0.0,712,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS12,12
2001,MI,Cigarette Use (Youth),Smoking Status,Ever,62.2,1.5,59.2,65.2,3215,Overall,High School,"(44.661319543001, -84.71439027)",1GEN,2EDU,YTS08,8
2004,NM,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,55.7,5.9,44.1,67.2,80,Female,Middle School,"(34.520880952, -106.240580985)",3GEN,1EDU,YTS03,3
2016,DE,Smokeless Tobacco Use (Youth),User Status,Current,1.1,0.2,0.6,1.6,1600,Overall,Middle School,"(39.008830667, -75.577741168)",1GEN,1EDU,YTS10,10
2002,IL,Cigarette Use (Youth),Smoking Status,Current,7.6,1.5,4.6,10.5,1590,Overall,Middle School,"(40.485010283, -88.997710178)",1GEN,1EDU,YTS07,7
2002,MS,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.2,0.2,1.1,1209,Female,High School,"(32.745510099, -89.538030825)",3GEN,2EDU,YTS12,12
2013,LA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,60.5,5.3,50.1,70.9,143,Overall,High School,"(31.312660644, -92.445680071)",1GEN,2EDU,YTS04,4
2013,CT,Cigarette Use (Youth),Smoking Status,Current,1.4,0.4,0.7,2.1,2900,Overall,Middle School,"(41.56266102, -72.649840952)",1GEN,1EDU,YTS07,7
2010,AR,Smokeless Tobacco Use (Youth),User Status,Frequent,0.8,0.4,0.1,1.5,1100,Female,High School,"(34.748650124, -92.274490743)",3GEN,2EDU,YTS12,12
2012,OH,Smokeless Tobacco Use (Youth),User Status,Ever,12.6,2.5,7.7,17.5,494,Female,Middle School,"(40.060210141, -82.404260056)",3GEN,1EDU,YTS11,11
2011,MO,Cigarette Use (Youth),Smoking Status,Frequent,0.4,0.3,0.0,0.9,957,Male,Middle School,"(38.635790776, -92.566300053)",2GEN,1EDU,YTS09,9
2001,SD,Smokeless Tobacco Use (Youth),User Status,Frequent,1.6,0.4,0.8,2.4,2389,Overall,Middle School,"(44.353130053, -100.373530637)",1GEN,1EDU,YTS12,12
2008,MS,Cigarette Use (Youth),Smoking Status,Frequent,1.5,0.4,0.8,2.2,1844,Overall,Middle School,"(32.745510099, -89.538030825)",1GEN,1EDU,YTS09,9
2001,PA,Smokeless Tobacco Use (Youth),User Status,Current,12.3,1.2,10.0,14.7,4007,Male,High School,"(40.793730152, -77.860700294)",2GEN,2EDU,YTS10,10
2002,NE,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,60.8,2.2,56.4,65.2,665,Overall,High School,"(41.641040988001, -99.365720623)",1GEN,2EDU,YTS04,4
2002,NC,Cigarette Use (Youth),Smoking Status,Ever,64.2,1.9,60.5,68.0,4926,Overall,High School,"(35.466220975, -79.159250463)",1GEN,2EDU,YTS08,8
2000,AL,Cigarette Use (Youth),Smoking Status,Frequent,12.9,1.4,10.1,15.7,816,Female,High School,"(32.840571122, -86.631860762)",3GEN,2EDU,YTS09,9
2007,MO,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,54.3,5.9,42.8,65.8,116,Female,High School,"(38.635790776, -92.566300053)",3GEN,2EDU,YTS06,6
2007,AZ,Cigarette Use (Youth),Smoking Status,Frequent,1.0,0.5,0.0,2.0,1085,Female,Middle School,"(34.86597028, -111.763811277)",3GEN,1EDU,YTS09,9
2007,UT,Smokeless Tobacco Use (Youth),User Status,Current,1.1,0.3,0.5,1.7,730,Female,Middle School,"(39.360700171, -111.587130635)",3GEN,1EDU,YTS10,10
2007,UT,Smokeless Tobacco Use (Youth),User Status,Current,2.6,0.7,1.2,4.0,691,Male,Middle School,"(39.360700171, -111.587130635)",2GEN,1EDU,YTS10,10
2005,AR,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,57.8,4.3,49.4,66.2,198,Male,High School,"(34.748650124, -92.274490743)",2GEN,2EDU,YTS02,2
2008,LA,Smokeless Tobacco Use (Youth),User Status,Ever,8.0,1.1,5.8,10.2,782,Female,Middle School,"(31.312660644, -92.445680071)",3GEN,1EDU,YTS11,11
2006,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,44.5,5.6,33.6,55.4,107,Male,High School,"(32.745510099, -89.538030825)",2GEN,2EDU,YTS05,5
2007,AR,Smokeless Tobacco Use (Youth),User Status,Frequent,6.4,1.1,4.3,8.5,981,Male,High School,"(34.748650124, -92.274490743)",2GEN,2EDU,YTS12,12
2008,NJ,Smokeless Tobacco Use (Youth),User Status,Frequent,0.5,0.2,0.1,0.9,1500,Female,High School,"(40.130570048, -74.273691288)",3GEN,2EDU,YTS12,12
2015,LA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(31.312660644, -92.445680071)",3GEN,1EDU,YTS03,3
2011,SC,Cigarette Use (Youth),Smoking Status,Ever,25.8,2.7,20.6,31.0,1495,Overall,Middle School,"(33.998821303, -81.045371207)",1GEN,1EDU,YTS08,8
2003,AZ,Smokeless Tobacco Use (Youth),User Status,Ever,15.1,1.1,13.0,17.2,1567,Overall,High School,"(34.86597028, -111.763811277)",1GEN,2EDU,YTS11,11
2006,PA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Female,Middle School,"(40.793730152, -77.860700294)",3GEN,1EDU,YTS06,6
2000,NH,Smokeless Tobacco Use (Youth),User Status,Ever,4.5,0.8,3.0,6.1,698,Female,Middle School,"(43.655950113, -71.50036092)",3GEN,1EDU,YTS11,11
2015,AZ,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(34.86597028, -111.763811277)",3GEN,1EDU,YTS03,3
2014,MS,Cigarette Use (Youth),Smoking Status,Frequent,4.2,0.9,2.3,6.0,1613,Overall,High School,"(32.745510099, -89.538030825)",1GEN,2EDU,YTS09,9
2014,OH,Cigarette Use (Youth),Smoking Status,Frequent,0.2,0.2,0.0,0.5,596,Female,Middle School,"(40.060210141, -82.404260056)",3GEN,1EDU,YTS09,9
2011,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(35.472031356, -97.521070214)",2GEN,1EDU,YTS02,2
2002,IL,Cigarette Use (Youth),Smoking Status,Ever,65.8,3.8,58.3,73.2,763,Female,High School,"(40.485010283, -88.997710178)",3GEN,2EDU,YTS08,8
2004,VT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,53.1,3.3,46.6,59.7,265,Overall,High School,"(43.625381239, -72.517640791)",1GEN,2EDU,YTS04,4
2015,IL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,50.2,7.0,36.4,63.9,83,Male,High School,"(40.485010283, -88.997710178)",2GEN,2EDU,YTS05,5
2002,IA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,65.0,9.4,46.6,83.4,74,Overall,Middle School,"(42.469400913, -93.816490556)",1GEN,1EDU,YTS04,4
2006,IL,Smokeless Tobacco Use (Youth),User Status,Ever,5.7,1.1,3.6,7.8,618,Female,Middle School,"(40.485010283, -88.997710178)",3GEN,1EDU,YTS11,11
2006,PA,Cigarette Use (Youth),Smoking Status,Ever,41.3,2.8,35.8,46.8,804,Male,High School,"(40.793730152, -77.860700294)",2GEN,2EDU,YTS08,8
2007,MO,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,37.9,6.6,24.9,50.9,89,Overall,Middle School,"(38.635790776, -92.566300053)",1GEN,1EDU,YTS01,1
1999,GA,Cigarette Use (Youth),Smoking Status,Ever,51.0,2.4,46.2,55.8,613,Male,Middle School,"(32.839681093, -83.627580346)",2GEN,1EDU,YTS08,8
2006,SC,Cigarette Use (Youth),Smoking Status,Frequent,2.2,0.5,1.3,3.1,1333,Overall,Middle School,"(33.998821303, -81.045371207)",1GEN,1EDU,YTS09,9
2012,OH,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Female,Middle School,"(40.060210141, -82.404260056)",3GEN,1EDU,YTS06,6
2016,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS06,6
2016,OK,Cigarette Use (Youth),Smoking Status,Frequent,0.7,0.3,0.2,1.2,2504,Overall,Middle School,"(35.472031356, -97.521070214)",1GEN,1EDU,YTS09,9
2013,HI,Smokeless Tobacco Use (Youth),User Status,Ever,9.5,2.1,5.4,13.6,681,Male,High School,"(21.304850435, -157.857749403)",2GEN,2EDU,YTS11,11
2006,IA,Cigarette Use (Youth),Smoking Status,Current,22.4,2.8,17.0,27.8,1113,Female,High School,"(42.469400913, -93.816490556)",3GEN,2EDU,YTS07,7
2000,OK,Cigarette Use (Youth),Smoking Status,Current,15.2,1.9,11.5,18.8,791,Female,Middle School,"(35.472031356, -97.521070214)",3GEN,1EDU,YTS07,7
2000,MN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,61.0,1.3,58.4,63.6,1968,Overall,High School,"(46.355648736, -94.794200503)",1GEN,2EDU,YTS01,1
2002,AL,Cigarette Use (Youth),Smoking Status,Ever,54.1,3.1,48.1,60.2,665,Male,Middle School,"(32.840571122, -86.631860762)",2GEN,1EDU,YTS08,8
1999,TN,Smokeless Tobacco Use (Youth),User Status,Current,13.4,1.6,10.3,16.5,1458,Overall,High School,"(35.68094058, -85.774490914)",1GEN,2EDU,YTS10,10
2010,MS,Smokeless Tobacco Use (Youth),User Status,Frequent,0.1,0.1,0.0,0.3,773,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS12,12
2006,IA,Smokeless Tobacco Use (Youth),User Status,Frequent,0.1,0.1,0.0,0.3,845,Female,Middle School,"(42.469400913, -93.816490556)",3GEN,1EDU,YTS12,12
2009,ND,Smokeless Tobacco Use (Youth),User Status,Current,4.7,1.0,2.8,6.6,957,Male,Middle School,"(47.475319779, -100.118421049)",2GEN,1EDU,YTS10,10
2011,HI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,High School,"(21.304850435, -157.857749403)",3GEN,2EDU,YTS03,3
2003,ID,Cigarette Use (Youth),Smoking Status,Current,7.5,1.1,5.3,9.7,800,Male,Middle School,"(43.682630005, -114.363730042)",2GEN,1EDU,YTS07,7
2010,KY,Smokeless Tobacco Use (Youth),User Status,Current,28.4,2.1,24.3,32.5,1677,Male,High School,"(37.645970271, -84.774971048)",2GEN,2EDU,YTS10,10
2007,UT,Smokeless Tobacco Use (Youth),User Status,Current,7.0,1.0,5.1,8.9,2036,Male,High School,"(39.360700171, -111.587130635)",2GEN,2EDU,YTS10,10
2006,IN,Smokeless Tobacco Use (Youth),User Status,Ever,16.2,1.7,12.8,19.6,3226,Overall,High School,"(39.766910452, -86.149960194)",1GEN,2EDU,YTS11,11
2014,NJ,Smokeless Tobacco Use (Youth),User Status,Frequent,1.0,0.2,0.6,1.5,3804,Overall,High School,"(40.130570048, -74.273691288)",1GEN,2EDU,YTS12,12
2007,SC,Cigarette Use (Youth),Smoking Status,Frequent,8.1,1.1,6.0,10.2,1119,Overall,High School,"(33.998821303, -81.045371207)",1GEN,2EDU,YTS09,9
2013,HI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Female,Middle School,"(21.304850435, -157.857749403)",3GEN,1EDU,YTS06,6
2004,NJ,Smokeless Tobacco Use (Youth),User Status,Current,2.6,0.4,1.8,3.4,1058,Female,Middle School,"(40.130570048, -74.273691288)",3GEN,1EDU,YTS10,10
2001,PA,Cigarette Use (Youth),Smoking Status,Current,13.4,1.0,11.5,15.3,4163,Male,Middle School,"(40.793730152, -77.860700294)",2GEN,1EDU,YTS07,7
2012,DE,Cigarette Use (Youth),Smoking Status,Frequent,1.1,0.4,0.4,1.8,1205,Male,Middle School,"(39.008830667, -75.577741168)",2GEN,1EDU,YTS09,9
2010,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS06,6
2004,NH,Cigarette Use (Youth),Smoking Status,Frequent,0.9,0.5,0.0,1.9,835,Male,Middle School,"(43.655950113, -71.50036092)",2GEN,1EDU,YTS09,9
2006,SC,Smokeless Tobacco Use (Youth),User Status,Ever,32.5,3.1,26.5,38.5,592,Male,High School,"(33.998821303, -81.045371207)",2GEN,2EDU,YTS11,11
2015,NC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Female,Middle School,"(35.466220975, -79.159250463)",3GEN,1EDU,YTS06,6
2005,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,49.5,3.7,42.3,56.8,257,Overall,High School,"(35.472031356, -97.521070214)",1GEN,2EDU,YTS01,1
2003,MS,Cigarette Use (Youth),Smoking Status,Frequent,10.1,0.5,9.0,11.1,10266,Overall,High School,"(32.745510099, -89.538030825)",1GEN,2EDU,YTS09,9
2003,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,49.8,2.8,44.4,55.3,473,Overall,High School,"(44.353130053, -100.373530637)",1GEN,2EDU,YTS04,4
2011,LA,Smokeless Tobacco Use (Youth),User Status,Frequent,6.9,1.7,3.5,10.3,388,Male,High School,"(31.312660644, -92.445680071)",2GEN,2EDU,YTS12,12
2002,NY,Cigarette Use (Youth),Smoking Status,Frequent,2.2,0.7,0.8,3.5,4357,Overall,Middle School,"(42.827001032, -75.543970427)",1GEN,1EDU,YTS09,9
2001,NH,Smokeless Tobacco Use (Youth),User Status,Ever,24.0,1.7,20.6,27.3,706,Male,High School,"(43.655950113, -71.50036092)",2GEN,2EDU,YTS11,11
2000,AR,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,56.9,2.8,51.4,62.4,382,Overall,High School,"(34.748650124, -92.274490743)",1GEN,2EDU,YTS01,1
2000,IA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,46.0,5.6,35.0,57.1,70,Male,Middle School,"(42.469400913, -93.816490556)",2GEN,1EDU,YTS02,2
2006,MS,Cigarette Use (Youth),Smoking Status,Ever,61.2,2.1,57.0,65.4,576,Male,High School,"(32.745510099, -89.538030825)",2GEN,2EDU,YTS08,8
2002,WI,Cigarette Use (Youth),Smoking Status,Ever,34.0,2.6,28.8,39.2,595,Female,Middle School,"(44.393191174, -89.816370742)",3GEN,1EDU,YTS08,8
2002,MD,Smokeless Tobacco Use (Youth),User Status,Current,2.5,0.1,2.2,2.7,19317,Female,High School,"(39.290580964, -76.609260111)",3GEN,2EDU,YTS10,10
2002,NE,Smokeless Tobacco Use (Youth),User Status,Current,0.5,0.2,0.2,0.9,1450,Female,Middle School,"(41.641040988001, -99.365720623)",3GEN,1EDU,YTS10,10
2015,ND,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(47.475319779, -100.118421049)",2GEN,1EDU,YTS02,2
2000,IA,Cigarette Use (Youth),Smoking Status,Ever,66.1,1.6,62.9,69.3,686,Male,High School,"(42.469400913, -93.816490556)",2GEN,2EDU,YTS08,8
2000,CT,Cigarette Use (Youth),Smoking Status,Ever,64.3,2.5,59.5,69.1,995,Male,High School,"(41.56266102, -72.649840952)",2GEN,2EDU,YTS08,8
2016,AL,Cigarette Use (Youth),Smoking Status,Current,10.9,1.7,7.4,14.3,2431,Overall,High School,"(32.840571122, -86.631860762)",1GEN,2EDU,YTS07,7
2002,OH,Cigarette Use (Youth),Smoking Status,Ever,60.7,2.2,56.3,65.0,1224,Overall,High School,"(40.060210141, -82.404260056)",1GEN,2EDU,YTS08,8
2011,NH,Cigarette Use (Youth),Smoking Status,Ever,36.2,2.2,31.8,40.6,1384,Overall,High School,"(43.655950113, -71.50036092)",1GEN,2EDU,YTS08,8
2013,MS,Cigarette Use (Youth),Smoking Status,Current,3.4,0.8,1.8,5.0,893,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS07,7
2001,FL,Cigarette Use (Youth),Smoking Status,Frequent,8.5,0.6,7.4,9.6,4171,Overall,High School,"(28.932040377, -81.928960539)",1GEN,2EDU,YTS09,9
2015,NC,Cigarette Use (Youth),Smoking Status,Current,9.3,0.9,7.6,11.1,3330,Overall,High School,"(35.466220975, -79.159250463)",1GEN,2EDU,YTS07,7
2002,IL,Smokeless Tobacco Use (Youth),User Status,Ever,5.6,1.0,3.6,7.6,776,Female,High School,"(40.485010283, -88.997710178)",3GEN,2EDU,YTS11,11
2009,IA,Smokeless Tobacco Use (Youth),User Status,Current,1.7,0.7,0.3,3.1,629,Female,High School,"(42.469400913, -93.816490556)",3GEN,2EDU,YTS10,10
2011,LA,Smokeless Tobacco Use (Youth),User Status,Current,8.3,1.2,6.0,10.6,640,Male,Middle School,"(31.312660644, -92.445680071)",2GEN,1EDU,YTS10,10
2003,MS,Smokeless Tobacco Use (Youth),User Status,Frequent,1.2,0.2,0.8,1.7,11754,Overall,Middle School,"(32.745510099, -89.538030825)",1GEN,1EDU,YTS12,12
2000,OH,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,73.0,2.5,68.1,77.9,184,Female,High School,"(40.060210141, -82.404260056)",3GEN,2EDU,YTS06,6
2007,SD,Smokeless Tobacco Use (Youth),User Status,Current,4.6,0.8,3.0,6.2,1382,Male,Middle School,"(44.353130053, -100.373530637)",2GEN,1EDU,YTS10,10
2000,AL,Cigarette Use (Youth),Smoking Status,Ever,47.6,3.2,41.2,53.9,775,Female,Middle School,"(32.840571122, -86.631860762)",3GEN,1EDU,YTS08,8
2005,HI,Cigarette Use (Youth),Smoking Status,Current,5.1,0.9,3.3,6.9,856,Female,Middle School,"(21.304850435, -157.857749403)",3GEN,1EDU,YTS07,7
2009,NC,Smokeless Tobacco Use (Youth),User Status,Frequent,3.0,0.6,1.9,4.1,3245,Overall,High School,"(35.466220975, -79.159250463)",1GEN,2EDU,YTS12,12
2007,AZ,Smokeless Tobacco Use (Youth),User Status,Frequent,1.3,0.4,0.5,2.1,1758,Overall,High School,"(34.86597028, -111.763811277)",1GEN,2EDU,YTS12,12
2004,MS,Smokeless Tobacco Use (Youth),User Status,Current,18.4,2.2,14.1,22.6,1102,Male,High School,"(32.745510099, -89.538030825)",2GEN,2EDU,YTS10,10
1999,NC,Cigarette Use (Youth),Smoking Status,Ever,36.9,1.2,34.6,39.2,2956,Female,Middle School,"(35.466220975, -79.159250463)",3GEN,1EDU,YTS08,8
2011,AZ,Smokeless Tobacco Use (Youth),User Status,Frequent,1.0,0.4,0.3,1.7,2007,Male,Middle School,"(34.86597028, -111.763811277)",2GEN,1EDU,YTS12,12
2001,GA,Cigarette Use (Youth),Smoking Status,Current,8.9,1.1,6.8,11.0,2751,Overall,Middle School,"(32.839681093, -83.627580346)",1GEN,1EDU,YTS07,7
2005,GA,Smokeless Tobacco Use (Youth),User Status,Frequent,3.7,1.2,1.4,6.0,850,Male,High School,"(32.839681093, -83.627580346)",2GEN,2EDU,YTS12,12
2002,MD,Smokeless Tobacco Use (Youth),User Status,Ever,7.6,0.3,7.1,8.2,19120,Female,High School,"(39.290580964, -76.609260111)",3GEN,2EDU,YTS11,11
2007,AZ,Smokeless Tobacco Use (Youth),User Status,Frequent,0.8,0.5,0.0,1.7,1104,Female,Middle School,"(34.86597028, -111.763811277)",3GEN,1EDU,YTS12,12
1999,NC,Smokeless Tobacco Use (Youth),User Status,Ever,13.2,0.6,12.0,14.4,5810,Overall,Middle School,"(35.466220975, -79.159250463)",1GEN,1EDU,YTS11,11
2010,AR,Smokeless Tobacco Use (Youth),User Status,Ever,40.6,2.7,35.3,45.9,1110,Male,High School,"(34.748650124, -92.274490743)",2GEN,2EDU,YTS11,11
2009,LA,Smokeless Tobacco Use (Youth),User Status,Ever,8.1,1.1,5.9,10.3,895,Female,Middle School,"(31.312660644, -92.445680071)",3GEN,1EDU,YTS11,11
